trade_seq,trade_id,timestamp,tick_direction,price,mark_price,iv,instrument_name,index_price,direction,contracts,combo_trade_id,amount,combo_id,block_trade_leg_count,block_trade_id,block_rfq_id,liquidation,unix_sec
1976,ETH-253119463,1749232593367,2,0.027,0.02698,70.64,ETH-25JUL25-3200-C,2495.59,buy,3.0,,3.0,,,,,,1749232593.367
1978,ETH-253126011,1749243116652,1,0.0275,0.027031,70.9,ETH-25JUL25-3200-C,2499.94,buy,1.0,,1.0,,,,,,1749243116.652
1977,ETH-253126010,1749243116652,0,0.0275,0.027031,70.9,ETH-25JUL25-3200-C,2499.94,buy,1.0,,1.0,,,,,,1749243116.652
1979,ETH-253145111,1749280506427,2,0.025,0.025742,69.27,ETH-25JUL25-3200-C,2493.62,sell,1.0,,1.0,,,,,,1749280506.427
1980,ETH-253149043,1749285785124,2,0.0245,0.025013,69.21,ETH-25JUL25-3200-C,2488.41,sell,2.0,,2.0,,,,,,1749285785.124
1981,ETH-253158088,1749299479186,0,0.025,0.024856,69.03,ETH-25JUL25-3200-C,2500.3,buy,60.0,,60.0,,,,,,1749299479.186
1983,ETH-253163831,1749305094939,1,0.0265,0.025884,69.74,ETH-25JUL25-3200-C,2511.29,buy,1.0,,1.0,,,,,,1749305094.939
1982,ETH-253163830,1749305094939,0,0.0265,0.025884,69.74,ETH-25JUL25-3200-C,2511.29,buy,5.0,,5.0,,,,,,1749305094.939
1984,ETH-253166583,1749306653542,0,0.03,0.02933,72.95,ETH-25JUL25-3200-C,2511.24,buy,1.0,,1.0,,,,,,1749306653.542
1986,ETH-253167018,1749306860064,1,0.0305,0.030118,72.93,ETH-25JUL25-3200-C,2517.99,buy,13.0,,13.0,,,,,,1749306860.064
1985,ETH-253167017,1749306860064,0,0.0305,0.030118,72.93,ETH-25JUL25-3200-C,2517.99,buy,100.0,,100.0,,,,,,1749306860.064
1987,ETH-253171004,1749311149523,2,0.0295,0.029254,72.21,ETH-25JUL25-3200-C,2516.83,buy,1.0,,1.0,,,,,,1749311149.523
1988,ETH-253194628,1749365275147,2,0.0275,0.028023,70.92,ETH-25JUL25-3200-C,2515.89,sell,1.0,,1.0,,,,,,1749365275.147
1989,ETH-253203758,1749379352764,3,0.0275,0.026793,72.06,ETH-25JUL25-3200-C,2500.75,buy,1.0,,1.0,,,,,,1749379352.764
1990,ETH-253207148,1749385269897,3,0.0275,0.027217,71.3,ETH-25JUL25-3200-C,2512.64,buy,1.0,,1.0,,,,,,1749385269.897
1991,ETH-253207149,1749385269899,3,0.0275,0.027217,71.3,ETH-25JUL25-3200-C,2512.64,sell,98.0,,98.0,,,,,,1749385269.899
1992,ETH-253216891,1749405083323,0,0.028,0.028584,70.78,ETH-25JUL25-3200-C,2528.61,sell,100.0,,100.0,,,,,,1749405083.323
1993,ETH-253225574,1749420803319,0,0.0282,0.028236,71.68,ETH-25JUL25-3200-C,2521.47,buy,50.0,ETH-253225572,50.0,ETH-CS-25JUL25-2800_3200,,,,,1749420803.319
1994,ETH-253239174,1749432981894,2,0.0265,0.026742,71.53,ETH-25JUL25-3200-C,2501.94,sell,11.0,,11.0,,,,,,1749432981.894
1995,ETH-253239177,1749432982185,3,0.0265,0.026742,71.53,ETH-25JUL25-3200-C,2501.94,sell,11.0,,11.0,,,,,,1749432982.185
1996,ETH-253252289,1749456125783,2,0.025,0.025264,70.66,ETH-25JUL25-3200-C,2496.78,sell,25.0,,25.0,,,,,,1749456125.783
1997,ETH-253253902,1749457912111,2,0.0245,0.024712,70.89,ETH-25JUL25-3200-C,2486.6,sell,1.0,,1.0,,,,,,1749457912.111
1998,ETH-253255316,1749459501937,0,0.0248,0.025045,70.5,ETH-25JUL25-3200-C,2497.32,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-203953,,,1749459501.937
1999,ETH-253255869,1749460744664,2,0.0245,0.024671,70.5,ETH-25JUL25-3200-C,2493.27,sell,24.0,,24.0,,,,,,1749460744.664
2000,ETH-253257441,1749462397811,0,0.026,0.026197,70.17,ETH-25JUL25-3200-C,2518.61,buy,1.0,,1.0,,,,,,1749462397.811
2001,ETH-253264873,1749465211611,0,0.0267,0.027154,69.44,ETH-25JUL25-3200-C,2539.3,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-204007,,,1749465211.611
2002,ETH-253266052,1749466044007,0,0.027,0.027055,69.75,ETH-25JUL25-3200-C,2539.47,buy,5.0,,5.0,,,,,,1749466044.007
2003,ETH-253272192,1749469585166,1,0.027,0.027147,69.61,ETH-25JUL25-3200-C,2542.01,sell,1.0,,1.0,,,,,,1749469585.166
2004,ETH-253276297,1749472940104,0,0.0271,0.027441,69.39,ETH-25JUL25-3200-C,2546.36,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-204037,,,1749472940.104
2005,ETH-253276391,1749473054730,0,0.0272,0.027472,69.46,ETH-25JUL25-3200-C,2546.82,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-204039,,,1749473054.73
2006,ETH-253276561,1749473183372,0,0.0273,0.027434,69.57,ETH-25JUL25-3200-C,2546.59,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_3000,2.0,BLOCK-204040,,,1749473183.372
2007,ETH-253278638,1749475397913,2,0.027,0.027327,69.36,ETH-25JUL25-3200-C,2545.87,sell,1.0,,1.0,,,,,,1749475397.913
2008,ETH-253280233,1749476321855,2,0.0265,0.026436,69.94,ETH-25JUL25-3200-C,2531.49,sell,150.0,,150.0,,,,,,1749476321.855
2009,ETH-253280267,1749476322579,3,0.0265,0.026428,70.0,ETH-25JUL25-3200-C,2530.64,sell,72.0,,72.0,,,,,,1749476322.579
2010,ETH-253290235,1749480449892,0,0.027,0.02676,70.28,ETH-25JUL25-3200-C,2534.19,buy,1.0,,1.0,,,,,,1749480449.892
2011,ETH-253355005,1749507790931,0,0.0355,0.035283,69.24,ETH-25JUL25-3200-C,2655.6,buy,10.0,,10.0,,,,,,1749507790.931
2012,ETH-253355817,1749507914337,1,0.0355,0.035647,69.05,ETH-25JUL25-3200-C,2657.88,sell,1.0,,1.0,,,,,,1749507914.337
2013,ETH-253357325,1749508363494,0,0.0365,0.036236,69.38,ETH-25JUL25-3200-C,2664.81,buy,3.0,,3.0,,,,,,1749508363.494
2014,ETH-253357326,1749508363588,1,0.0365,0.036236,69.38,ETH-25JUL25-3200-C,2664.81,buy,4.0,,4.0,,,,,,1749508363.588
2015,ETH-253357327,1749508363689,1,0.0365,0.036236,69.38,ETH-25JUL25-3200-C,2664.81,buy,12.0,,12.0,,,,,,1749508363.689
2016,ETH-253357328,1749508363689,1,0.0365,0.036236,69.38,ETH-25JUL25-3200-C,2664.81,buy,100.0,,100.0,,,,,,1749508363.689
2017,ETH-253357329,1749508363689,0,0.037,0.036236,69.81,ETH-25JUL25-3200-C,2664.81,buy,92.0,,92.0,,,,,,1749508363.689
2018,ETH-253367247,1749512821733,0,0.0385,0.039067,69.14,ETH-25JUL25-3200-C,2688.87,sell,1.0,,1.0,,,,,,1749512821.733
2019,ETH-253367335,1749512837120,1,0.0385,0.03892,69.26,ETH-25JUL25-3200-C,2687.44,sell,1.0,,1.0,,,,,,1749512837.12
2021,ETH-253378338,1749515563019,1,0.0425,0.042105,69.85,ETH-25JUL25-3200-C,2722.61,buy,3.0,,3.0,,,,,,1749515563.019
2020,ETH-253378337,1749515563019,0,0.0425,0.042105,69.85,ETH-25JUL25-3200-C,2722.61,buy,1.0,,1.0,,,,,,1749515563.019
2022,ETH-253378339,1749515563114,1,0.0425,0.042162,69.77,ETH-25JUL25-3200-C,2723.57,buy,3.0,,3.0,,,,,,1749515563.114
2023,ETH-253378340,1749515563211,1,0.0425,0.042162,69.77,ETH-25JUL25-3200-C,2723.57,buy,94.0,,94.0,,,,,,1749515563.211
2024,ETH-253378341,1749515563211,1,0.0425,0.042162,69.77,ETH-25JUL25-3200-C,2723.57,buy,110.0,,110.0,,,,,,1749515563.211
2025,ETH-253379012,1749515847398,2,0.0413,0.041485,69.39,ETH-25JUL25-3200-C,2716.16,buy,1.0,ETH-253379010,1.0,ETH-CS-25JUL25-2900_3200,,,,,1749515847.398
2026,ETH-253380630,1749516478882,2,0.04,0.040413,69.13,ETH-25JUL25-3200-C,2705.86,buy,1.0,,1.0,,,,,,1749516478.882
2027,ETH-253386087,1749520513029,2,0.0395,0.039921,68.77,ETH-25JUL25-3200-C,2705.77,sell,1.0,,1.0,,,,,,1749520513.029
2028,ETH-253386174,1749520574725,0,0.04,0.040248,68.93,ETH-25JUL25-3200-C,2708.86,buy,1.0,,1.0,,,,,,1749520574.725
2031,ETH-253386361,1749520884428,1,0.04,0.040052,69.12,ETH-25JUL25-3200-C,2707.03,sell,118.0,,118.0,,,,,,1749520884.428
2030,ETH-253386360,1749520884428,1,0.04,0.040052,69.12,ETH-25JUL25-3200-C,2707.03,sell,3.0,,3.0,,,,,,1749520884.428
2029,ETH-253386359,1749520884428,1,0.04,0.040052,69.12,ETH-25JUL25-3200-C,2707.03,sell,3.0,,3.0,,,,,,1749520884.428
2032,ETH-253386403,1749520950423,1,0.04,0.040017,69.3,ETH-25JUL25-3200-C,2704.62,sell,86.0,,86.0,,,,,,1749520950.423
2033,ETH-253390465,1749522954965,2,0.0385,0.03851,68.98,ETH-25JUL25-3200-C,2692.53,buy,1.0,,1.0,,,,,,1749522954.965
2034,ETH-253391619,1749523963161,0,0.04,0.039239,69.89,ETH-25JUL25-3200-C,2697.01,buy,4.0,,4.0,,,,,,1749523963.161
2035,ETH-253391620,1749523963253,1,0.04,0.039239,69.89,ETH-25JUL25-3200-C,2697.01,buy,204.0,,204.0,,,,,,1749523963.253
2036,ETH-253391621,1749523963349,1,0.04,0.039239,69.89,ETH-25JUL25-3200-C,2697.01,buy,3.0,,3.0,,,,,,1749523963.349
2037,ETH-253394201,1749526376128,2,0.0375,0.037503,69.31,ETH-25JUL25-3200-C,2677.81,buy,1.0,,1.0,,,,,,1749526376.128
2038,ETH-253394225,1749526437694,2,0.037,0.037559,68.77,ETH-25JUL25-3200-C,2679.11,sell,1.0,,1.0,,,,,,1749526437.694
2040,ETH-253395777,1749528163493,1,0.039,0.038802,69.6,ETH-25JUL25-3200-C,2690.88,buy,3.0,,3.0,,,,,,1749528163.493
2039,ETH-253395776,1749528163493,0,0.039,0.038802,69.6,ETH-25JUL25-3200-C,2690.88,buy,1.0,,1.0,,,,,,1749528163.493
2041,ETH-253395780,1749528163723,0,0.0395,0.038802,70.01,ETH-25JUL25-3200-C,2690.88,buy,3.0,,3.0,,,,,,1749528163.723
2042,ETH-253395783,1749528163948,1,0.0395,0.038799,70.01,ETH-25JUL25-3200-C,2690.88,buy,33.0,,33.0,,,,,,1749528163.948
2043,ETH-253395784,1749528163948,1,0.0395,0.038799,70.01,ETH-25JUL25-3200-C,2690.88,buy,171.0,,171.0,,,,,,1749528163.948
2044,ETH-253407202,1749535486640,2,0.036,0.036123,69.34,ETH-25JUL25-3200-C,2661.65,buy,1.0,,1.0,,,,,,1749535486.64
2045,ETH-253407203,1749535487833,3,0.036,0.036174,69.33,ETH-25JUL25-3200-C,2661.75,buy,1.0,,1.0,,,,,,1749535487.833
2047,ETH-253410481,1749538003903,1,0.038,0.03767,69.75,ETH-25JUL25-3200-C,2678.77,sell,1.0,,1.0,,,,,,1749538003.903
2046,ETH-253410480,1749538003903,0,0.038,0.03767,69.75,ETH-25JUL25-3200-C,2678.77,sell,4.0,,4.0,,,,,,1749538003.903
2048,ETH-253410482,1749538005954,1,0.038,0.037689,69.74,ETH-25JUL25-3200-C,2678.86,sell,2.0,,2.0,,,,,,1749538005.954
2050,ETH-253410735,1749538363492,1,0.0385,0.038088,70.21,ETH-25JUL25-3200-C,2678.24,buy,100.0,,100.0,,,,,,1749538363.492
2053,ETH-253410738,1749538363492,1,0.0385,0.038088,70.21,ETH-25JUL25-3200-C,2678.24,buy,41.0,,41.0,,,,,,1749538363.492
2051,ETH-253410736,1749538363492,1,0.0385,0.038088,70.21,ETH-25JUL25-3200-C,2678.24,buy,11.0,,11.0,,,,,,1749538363.492
2052,ETH-253410737,1749538363492,1,0.0385,0.038088,70.21,ETH-25JUL25-3200-C,2678.24,buy,51.0,,51.0,,,,,,1749538363.492
2049,ETH-253410734,1749538363492,0,0.0385,0.038088,70.21,ETH-25JUL25-3200-C,2678.24,buy,1.0,,1.0,,,,,,1749538363.492
2054,ETH-253410993,1749538540613,2,0.038,0.038038,69.86,ETH-25JUL25-3200-C,2677.41,buy,1.0,,1.0,,,,,,1749538540.613
2055,ETH-253413888,1749541055899,3,0.038,0.038009,70.03,ETH-25JUL25-3200-C,2675.2,sell,204.0,,204.0,,,,,,1749541055.899
2057,ETH-253413890,1749541055899,3,0.038,0.038009,70.03,ETH-25JUL25-3200-C,2675.2,sell,4.0,,4.0,,,,,,1749541055.899
2056,ETH-253413889,1749541055899,3,0.038,0.038009,70.03,ETH-25JUL25-3200-C,2675.2,sell,3.0,,3.0,,,,,,1749541055.899
2059,ETH-253417129,1749543227981,3,0.038,0.037903,70.02,ETH-25JUL25-3200-C,2675.98,sell,4.0,,4.0,,,,,,1749543227.981
2058,ETH-253417128,1749543227981,3,0.038,0.037903,70.02,ETH-25JUL25-3200-C,2675.98,sell,204.0,,204.0,,,,,,1749543227.981
2060,ETH-253417130,1749543227981,3,0.038,0.037903,70.02,ETH-25JUL25-3200-C,2675.98,sell,3.0,,3.0,,,,,,1749543227.981
2061,ETH-253421703,1749548202968,0,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,4.0,,4.0,,,,,,1749548202.968
2062,ETH-253421704,1749548203080,1,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,3.0,,3.0,,,,,,1749548203.08
2063,ETH-253421707,1749548203226,1,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,128.0,,128.0,,,,,,1749548203.226
2064,ETH-253421708,1749548203229,1,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,2.0,,2.0,,,,,,1749548203.229
2065,ETH-253421709,1749548203345,1,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,1.0,,1.0,,,,,,1749548203.345
2066,ETH-253421710,1749548203348,1,0.039,0.038705,69.58,ETH-25JUL25-3200-C,2693.47,sell,3.0,,3.0,,,,,,1749548203.348
2067,ETH-253421711,1749548203627,1,0.039,0.038732,69.54,ETH-25JUL25-3200-C,2693.91,sell,1.0,,1.0,,,,,,1749548203.627
2068,ETH-253421713,1749548203963,1,0.039,0.038732,69.54,ETH-25JUL25-3200-C,2693.91,sell,1.0,,1.0,,,,,,1749548203.963
2069,ETH-253421714,1749548203966,1,0.039,0.038732,69.54,ETH-25JUL25-3200-C,2693.91,sell,1.0,,1.0,,,,,,1749548203.966
2070,ETH-253421715,1749548204084,1,0.039,0.038732,69.54,ETH-25JUL25-3200-C,2693.91,sell,1.0,,1.0,,,,,,1749548204.084
2071,ETH-253421721,1749548205498,1,0.039,0.038791,69.53,ETH-25JUL25-3200-C,2694.1,sell,1.0,,1.0,,,,,,1749548205.498
2072,ETH-253421729,1749548213817,1,0.039,0.038844,69.56,ETH-25JUL25-3200-C,2693.74,sell,65.0,,65.0,,,,,,1749548213.817
2073,ETH-253423141,1749549983423,0,0.0399,0.039943,70.26,ETH-25JUL25-3200-C,2694.22,buy,1.0,ETH-253423138,1.0,ETH-ICOND-25JUL25-2000_2200_3200_3500,,,,,1749549983.423
2074,ETH-253423703,1749550363679,0,0.042,0.041431,71.8,ETH-25JUL25-3200-C,2696.49,buy,4.0,,4.0,,,,,,1749550363.679
2075,ETH-253423704,1749550363780,1,0.042,0.041429,71.81,ETH-25JUL25-3200-C,2696.45,buy,3.0,,3.0,,,,,,1749550363.78
2076,ETH-253423705,1749550363879,1,0.042,0.041429,71.81,ETH-25JUL25-3200-C,2696.45,buy,204.0,,204.0,,,,,,1749550363.879
2077,ETH-253423781,1749550428963,2,0.041,0.041214,71.12,ETH-25JUL25-3200-C,2694.54,sell,1.0,,1.0,,,,,,1749550428.963
2078,ETH-253425386,1749552355354,2,0.04,0.040424,70.94,ETH-25JUL25-3200-C,2685.94,sell,100.0,,100.0,,,,,,1749552355.354
2079,ETH-253426109,1749553519090,0,0.0405,0.041011,70.92,ETH-25JUL25-3200-C,2691.67,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_2700,2.0,BLOCK-204314,,,1749553519.09
2082,ETH-253426112,1749553519488,1,0.041,0.041011,71.33,ETH-25JUL25-3200-C,2691.67,sell,4.0,,4.0,,,,,,1749553519.488
2081,ETH-253426111,1749553519488,1,0.041,0.041011,71.33,ETH-25JUL25-3200-C,2691.67,sell,3.0,,3.0,,,,,,1749553519.488
2080,ETH-253426110,1749553519488,0,0.041,0.041011,71.33,ETH-25JUL25-3200-C,2691.67,sell,204.0,,204.0,,,,,,1749553519.488
2083,ETH-253427835,1749554157027,0,0.0423,0.042868,70.5,ETH-25JUL25-3200-C,2715.23,sell,1000.0,,1000.0,ETH-CDIAG-25JUL25_27JUN25-3200_2700,2.0,BLOCK-204318,,,1749554157.027
2084,ETH-253428451,1749554191485,0,0.044,0.043807,71.0,ETH-25JUL25-3200-C,2726.14,buy,1.0,,1.0,,,,,,1749554191.485
2085,ETH-253430812,1749554362578,0,0.0453,0.044966,70.8,ETH-25JUL25-3200-C,2742.59,buy,1000.0,,1000.0,ETH-CDIAG-29AUG25_25JUL25-4000_3200,2.0,BLOCK-204323,,,1749554362.578
2086,ETH-253431172,1749554449727,2,0.0451,0.045005,70.54,ETH-25JUL25-3200-C,2743.6,buy,1000.0,,1000.0,ETH-CDIAG-29AUG25_25JUL25-4000_3200,2.0,BLOCK-204325,,,1749554449.727
2087,ETH-253432144,1749554558111,0,0.0454,0.04571,70.17,ETH-25JUL25-3200-C,2750.66,sell,149.0,,149.0,ETH-CDIAG-25JUL25_27JUN25-3200_2700,2.0,BLOCK-204328,,,1749554558.111
2088,ETH-253439203,1749555811278,0,0.0505,0.050209,70.55,ETH-25JUL25-3200-C,2794.5,sell,10.0,,10.0,,,,,,1749555811.278
2089,ETH-253440252,1749555998355,2,0.05,0.049699,70.54,ETH-25JUL25-3200-C,2789.83,sell,5.0,,5.0,,,,,,1749555998.355
2090,ETH-253441776,1749556193412,2,0.0475,0.04739,70.48,ETH-25JUL25-3200-C,2766.93,buy,10.0,,10.0,,,,,,1749556193.412
2091,ETH-253442469,1749556359477,0,0.0485,0.048591,70.58,ETH-25JUL25-3200-C,2775.39,buy,10.0,,10.0,,,,,,1749556359.477
2092,ETH-253448970,1749559030584,2,0.048,0.047901,71.67,ETH-25JUL25-3200-C,2756.09,sell,50.0,,50.0,,,,,,1749559030.584
2093,ETH-253448971,1749559030584,3,0.048,0.047901,71.67,ETH-25JUL25-3200-C,2756.09,sell,49.0,,49.0,,,,,,1749559030.584
2094,ETH-253448975,1749559030606,3,0.048,0.047906,71.67,ETH-25JUL25-3200-C,2756.04,sell,1.0,,1.0,,,,,,1749559030.606
2095,ETH-253448976,1749559030628,3,0.048,0.047906,71.67,ETH-25JUL25-3200-C,2756.04,sell,3.0,,3.0,,,,,,1749559030.628
2096,ETH-253448977,1749559030645,3,0.048,0.047906,71.67,ETH-25JUL25-3200-C,2756.04,sell,2.0,,2.0,,,,,,1749559030.645
2097,ETH-253448978,1749559030662,3,0.048,0.047906,71.67,ETH-25JUL25-3200-C,2756.04,sell,12.0,,12.0,,,,,,1749559030.662
2098,ETH-253449095,1749559059216,3,0.048,0.048007,71.64,ETH-25JUL25-3200-C,2756.23,sell,33.0,,33.0,,,,,,1749559059.216
2099,ETH-253449304,1749559116057,3,0.048,0.047782,71.86,ETH-25JUL25-3200-C,2753.93,sell,60.0,,60.0,,,,,,1749559116.057
2100,ETH-253453449,1749561153199,0,0.05,0.049996,71.71,ETH-25JUL25-3200-C,2775.9,buy,3.0,,3.0,,,,,,1749561153.199
2101,ETH-253463505,1749563371271,2,0.0465,0.046318,72.4,ETH-25JUL25-3200-C,2734.09,sell,10.0,,10.0,,,,,,1749563371.271
2102,ETH-253466193,1749564533687,2,0.046,0.045939,72.26,ETH-25JUL25-3200-C,2731.22,buy,1.0,,1.0,,,,,,1749564533.687
2103,ETH-253466776,1749564709664,0,0.0475,0.047453,72.16,ETH-25JUL25-3200-C,2747.08,buy,2.0,,2.0,,,,,,1749564709.664
2104,ETH-253468243,1749565119539,0,0.048,0.047645,72.77,ETH-25JUL25-3200-C,2744.69,sell,1.0,,1.0,,,,,,1749565119.539
2105,ETH-253468532,1749565258301,2,0.0475,0.047201,72.73,ETH-25JUL25-3200-C,2740.36,buy,1.0,,1.0,,,,,,1749565258.301
2106,ETH-253469780,1749565650672,2,0.047,0.047336,72.22,ETH-25JUL25-3200-C,2741.93,sell,100.0,,100.0,,,,,,1749565650.672
2107,ETH-253470078,1749565785744,3,0.047,0.047235,72.31,ETH-25JUL25-3200-C,2740.8,buy,1.0,,1.0,,,,,,1749565785.744
2108,ETH-253473548,1749567083759,2,0.0465,0.046906,72.1,ETH-25JUL25-3200-C,2738.93,buy,125.0,,125.0,,,,,,1749567083.759
2110,ETH-253474018,1749567176150,3,0.046,0.046518,72.0,ETH-25JUL25-3200-C,2735.28,sell,20.0,,20.0,,,,,,1749567176.15
2109,ETH-253474017,1749567176150,2,0.046,0.046518,72.0,ETH-25JUL25-3200-C,2735.28,sell,9.0,,9.0,,,,,,1749567176.15
2112,ETH-253475081,1749567801823,1,0.047,0.046655,72.6,ETH-25JUL25-3200-C,2737.81,buy,100.0,,100.0,,,,,,1749567801.823
2111,ETH-253475080,1749567801823,0,0.047,0.046655,72.6,ETH-25JUL25-3200-C,2737.81,buy,10.0,,10.0,,,,,,1749567801.823
2113,ETH-253475082,1749567801823,1,0.047,0.046655,72.6,ETH-25JUL25-3200-C,2737.81,buy,12.0,,12.0,,,,,,1749567801.823
2114,ETH-253475563,1749567922026,0,0.0475,0.047243,72.68,ETH-25JUL25-3200-C,2740.94,buy,1.0,,1.0,,,,,,1749567922.026
2115,ETH-253488696,1749571520245,0,0.0481,0.047507,73.01,ETH-25JUL25-3200-C,2743.67,buy,2000.0,,2000.0,,1.0,BLOCK-204441,,,1749571520.245
2116,ETH-253488930,1749571646613,2,0.0476,0.046928,73.12,ETH-25JUL25-3200-C,2737.37,buy,250.0,,250.0,,1.0,BLOCK-204442,,,1749571646.613
2117,ETH-253488967,1749571662681,0,0.0479,0.04699,73.32,ETH-25JUL25-3200-C,2737.71,buy,2000.0,,2000.0,,1.0,BLOCK-204443,,,1749571662.681
2118,ETH-253489062,1749571717400,0,0.0484,0.047278,73.51,ETH-25JUL25-3200-C,2740.08,buy,2000.0,,2000.0,,1.0,BLOCK-204444,,,1749571717.4
2119,ETH-253489619,1749571989852,0,0.0486,0.047604,73.52,ETH-25JUL25-3200-C,2741.93,buy,2000.0,,2000.0,,1.0,BLOCK-204447,,,1749571989.852
2120,ETH-253491307,1749572480662,0,0.0489,0.047806,73.68,ETH-25JUL25-3200-C,2743.02,buy,2000.0,,2000.0,,1.0,BLOCK-204449,,,1749572480.662
2121,ETH-253491404,1749572503698,2,0.0485,0.04736,73.71,ETH-25JUL25-3200-C,2738.78,buy,2000.0,,2000.0,,1.0,BLOCK-204450,,,1749572503.698
2122,ETH-253492878,1749572916839,0,0.0489,0.047948,73.54,ETH-25JUL25-3200-C,2745.07,buy,2000.0,,2000.0,,1.0,BLOCK-204452,,,1749572916.839
2123,ETH-253493384,1749573175061,2,0.048,0.047667,73.0,ETH-25JUL25-3200-C,2742.89,buy,1.0,,1.0,,,,,,1749573175.061
2124,ETH-253493466,1749573217014,0,0.0485,0.047843,73.42,ETH-25JUL25-3200-C,2742.68,buy,300.0,,300.0,,,,,,1749573217.014
2125,ETH-253493467,1749573217014,1,0.0485,0.047843,73.42,ETH-25JUL25-3200-C,2742.68,buy,223.0,,223.0,,,,,,1749573217.014
2126,ETH-253493468,1749573217014,1,0.0485,0.047843,73.42,ETH-25JUL25-3200-C,2742.68,buy,212.0,,212.0,,,,,,1749573217.014
2127,ETH-253518096,1749583853988,0,0.053,0.052398,73.72,ETH-25JUL25-3200-C,2781.96,buy,1.0,,1.0,,,,,,1749583853.988
2128,ETH-253521320,1749584304181,0,0.055,0.054469,73.86,ETH-25JUL25-3200-C,2798.79,buy,2.0,,2.0,,,,,,1749584304.181
2129,ETH-253521321,1749584304181,1,0.055,0.054469,73.86,ETH-25JUL25-3200-C,2798.79,buy,1.0,,1.0,,,,,,1749584304.181
2130,ETH-253530645,1749586031992,2,0.05,0.049879,73.52,ETH-25JUL25-3200-C,2756.52,buy,2.0,,2.0,,,,,,1749586031.992
2131,ETH-253536954,1749590131352,2,0.049,0.048961,73.46,ETH-25JUL25-3200-C,2748.03,sell,1.0,,1.0,,,,,,1749590131.352
2132,ETH-253557888,1749598407334,0,0.0555,0.055167,74.07,ETH-25JUL25-3200-C,2801.34,buy,1.0,,1.0,,,,,,1749598407.334
2133,ETH-253557889,1749598407337,1,0.0555,0.055167,74.07,ETH-25JUL25-3200-C,2801.34,sell,19.0,,19.0,,,,,,1749598407.337
2134,ETH-253575904,1749607514456,2,0.0533,0.05354,73.75,ETH-25JUL25-3200-C,2788.33,sell,380.0,,380.0,,5.0,BLOCK-204502,5950.0,,1749607514.456
2135,ETH-253575960,1749607583101,0,0.0535,0.053848,73.59,ETH-25JUL25-3200-C,2791.79,buy,2.0,,2.0,,,,,,1749607583.101
2136,ETH-253576587,1749607843523,0,0.0541,0.054371,73.62,ETH-25JUL25-3200-C,2797.5,sell,200.0,ETH-253576585,200.0,ETH-CS-25JUL25-2800_3200,,,,,1749607843.523
2137,ETH-253576593,1749607858985,0,0.0542,0.054453,73.59,ETH-25JUL25-3200-C,2798.44,sell,22.0,ETH-253576591,22.0,ETH-CS-25JUL25-2800_3200,,,,,1749607858.985
2138,ETH-253577306,1749608802934,2,0.0523,0.052738,73.23,ETH-25JUL25-3200-C,2785.1,sell,66.0,ETH-253577305,66.0,ETH-CS-25JUL25-2800_3200,,,,,1749608802.934
2139,ETH-253580232,1749611161762,2,0.052,0.052412,72.95,ETH-25JUL25-3200-C,2785.95,sell,5.0,,5.0,,,,,,1749611161.762
2140,ETH-253580316,1749611271678,3,0.052,0.052446,72.89,ETH-25JUL25-3200-C,2786.61,sell,3.0,,3.0,,,,,,1749611271.678
2141,ETH-253580400,1749611346771,0,0.0525,0.052625,73.14,ETH-25JUL25-3200-C,2788.15,buy,2.0,,2.0,,,,,,1749611346.771
2142,ETH-253580813,1749611715959,1,0.0525,0.052715,73.06,ETH-25JUL25-3200-C,2789.12,sell,1.0,,1.0,,,,,,1749611715.959
2143,ETH-253581200,1749612002535,1,0.0525,0.052598,73.05,ETH-25JUL25-3200-C,2789.19,sell,3.0,,3.0,,,,,,1749612002.535
2144,ETH-253581201,1749612002650,1,0.0525,0.052621,73.05,ETH-25JUL25-3200-C,2789.25,sell,3.0,,3.0,,,,,,1749612002.65
2145,ETH-253581402,1749612148737,1,0.0525,0.052554,73.04,ETH-25JUL25-3200-C,2789.29,sell,2.0,,2.0,,,,,,1749612148.737
2146,ETH-253581443,1749612163794,0,0.053,0.05282,73.24,ETH-25JUL25-3200-C,2791.45,buy,45.0,,45.0,,,,,,1749612163.794
2147,ETH-253583147,1749613499660,1,0.053,0.053021,73.0,ETH-25JUL25-3200-C,2794.75,buy,9.0,,9.0,,,,,,1749613499.66
