"Date (UTC)","Timestamp (UTC)","Price"
"06-20-2025 08:00","1750406408","0.335"
"06-20-2025 09:00","1750410006","0.31"
"06-20-2025 10:00","1750413607","0.3"
"06-20-2025 11:00","1750417207","0.295"
"06-20-2025 12:00","1750420808","0.285"
"06-20-2025 13:00","1750424407","0.285"
"06-20-2025 14:00","1750428007","0.315"
"06-20-2025 15:00","1750431608","0.465"
"06-20-2025 16:00","1750435208","0.43"
"06-20-2025 17:00","1750438808","0.495"
"06-20-2025 18:00","1750442407","0.54"
"06-20-2025 19:00","1750446007","0.53"
"06-20-2025 20:00","1750449608","0.515"
"06-20-2025 21:00","1750453208","0.475"
"06-20-2025 22:00","1750456808","0.515"
"06-20-2025 23:00","1750460407","0.555"
"06-21-2025 00:00","1750464008","0.53"
"06-21-2025 01:00","1750467607","0.545"
"06-21-2025 02:00","1750471209","0.5"
"06-21-2025 03:00","1750474807","0.505"
"06-21-2025 04:00","1750478408","0.505"
"06-21-2025 05:00","1750482007","0.505"
"06-21-2025 06:00","1750485607","0.505"
"06-21-2025 07:00","1750489207","0.49"
"06-21-2025 08:00","1750492807","0.5"
"06-21-2025 09:00","1750496408","0.455"
"06-21-2025 10:00","1750500008","0.455"
"06-21-2025 11:00","1750503608","0.465"
"06-21-2025 12:00","1750507208","0.445"
"06-21-2025 13:00","1750510808","0.455"
"06-21-2025 14:00","1750514407","0.49"
"06-21-2025 15:00","1750518007","0.495"
"06-21-2025 16:00","1750521608","0.475"
"06-21-2025 17:00","1750525208","0.49"
"06-21-2025 18:00","1750528808","0.525"
"06-21-2025 19:00","1750532408","0.575"
"06-21-2025 20:00","1750536008","0.65"
"06-21-2025 21:00","1750539608","0.57"
"06-21-2025 22:00","1750543208","0.76"
"06-21-2025 23:00","1750546807","0.72"
"06-22-2025 00:00","1750550406","0.68"
"06-22-2025 01:00","1750554007","0.565"
"06-22-2025 02:00","1750557607","0.63"
"06-22-2025 03:00","1750561206","0.635"
"06-22-2025 04:00","1750564807","0.63"
"06-22-2025 05:00","1750568406","0.61"
"06-22-2025 06:00","1750572007","0.585"
"06-22-2025 07:00","1750575607","0.585"
"06-22-2025 08:00","1750579207","0.62"
"06-22-2025 09:00","1750582807","0.59"
"06-22-2025 10:00","1750586407","0.66"
"06-22-2025 11:00","1750590006","0.63"
"06-22-2025 12:00","1750593607","0.605"
"06-22-2025 13:00","1750597207","0.605"
"06-22-2025 14:00","1750600807","0.84"
"06-22-2025 15:00","1750604407","0.9995"
"06-22-2025 16:00","1750608007","0.9995"
