"Date (UTC)","Timestamp (UTC)","$200k","$150k","$125k","$115k","$110k","$105k","$100k","$90k","$85k","$80k","$75k","$70k","$60k","$50k"
"05-16-2025 06:00","1747375206","0.0025","0.013","0.0365","0.185","0.42","","","0.105","0.045","0.024","0.0155","0.01","0.0055","0.0025"
"05-16-2025 07:00","1747378807","0.0025","0.012","0.0365","0.19","0.43","","","0.105","0.05","0.0235","0.0175","0.009","0.0055","0.0025"
"05-16-2025 08:00","1747382406","0.0025","0.01","0.037","0.185","0.415","","","0.105","0.05","0.0235","0.017","0.009","0.0055","0.0025"
"05-16-2025 09:00","1747386006","0.0025","0.011","0.024","0.145","0.375","","","0.105","0.055","0.0285","0.016","0.009","0.005","0.0025"
"05-16-2025 10:00","1747389607","0.0025","0.0105","0.026","0.155","0.395","","","0.1","0.045","0.024","0.0165","0.009","0.005","0.0025"
"05-16-2025 11:00","1747393207","0.0025","0.01","0.0305","0.17","0.405","","","0.1","0.045","0.024","0.0185","0.009","0.005","0.0025"
"05-16-2025 12:00","1747396806","0.0025","0.0085","0.0265","0.155","0.395","","","0.105","0.045","0.0235","0.017","0.009","0.005","0.0025"
"05-16-2025 13:00","1747400407","0.0025","0.0085","0.027","0.16","0.405","","","0.1","0.045","0.023","0.0155","0.009","0.005","0.0025"
"05-16-2025 14:00","1747404007","0.0025","0.0095","0.0285","0.175","0.44","","","0.1","0.045","0.023","0.0155","0.009","0.005","0.0025"
"05-16-2025 15:00","1747407606","0.0025","0.009","0.0275","0.15","0.41","","","0.105","0.045","0.0235","0.016","0.0085","0.005","0.0025"
"05-16-2025 16:00","1747411207","0.0025","0.009","0.0285","0.17","0.435","","","0.095","0.045","0.0235","0.015","0.0085","0.005","0.0025"
"05-16-2025 17:00","1747414807","0.0025","0.0085","0.03","0.17","0.435","","","0.09","0.045","0.0235","0.0145","0.0085","0.0045","0.0025"
"05-16-2025 18:00","1747418407","0.0025","0.008","0.0305","0.165","0.42","","","0.095","0.045","0.0235","0.0155","0.0085","0.0045","0.0025"
"05-16-2025 19:00","1747422007","0.0025","0.008","0.026","0.155","0.41","","","0.095","0.045","0.024","0.015","0.0085","0.0045","0.0025"
"05-16-2025 20:00","1747425607","0.0025","0.008","0.0245","0.15","0.42","","","0.095","0.045","0.024","0.015","0.0085","0.0045","0.0025"
"05-16-2025 21:00","1747429206","0.0025","0.008","0.0245","0.145","0.41","","","0.09","0.045","0.024","0.015","0.0085","0.0045","0.0025"
"05-16-2025 22:00","1747432807","0.0025","0.008","0.024","0.155","0.405","","","0.105","0.046","0.024","0.015","0.0085","0.0045","0.0025"
"05-16-2025 23:00","1747436407","0.0025","0.008","0.0245","0.145","0.4","","","0.105","0.046","0.024","0.0155","0.0085","0.0045","0.0025"
"05-17-2025 00:00","1747440007","0.0025","0.0085","0.0255","0.145","0.4","","","0.105","0.0465","0.024","0.0155","0.0085","0.0045","0.0025"
"05-17-2025 01:00","1747443606","0.0025","0.0085","0.0235","0.135","0.375","","","0.105","0.048","0.023","0.0155","0.0085","0.0045","0.0025"
"05-17-2025 02:00","1747447206","0.0025","0.0085","0.0235","0.125","0.345","","","0.125","0.055","0.024","0.016","0.008","0.0045","0.0025"
"05-17-2025 03:00","1747450807","0.0025","0.008","0.0245","0.135","0.355","","","0.115","0.0465","0.024","0.0175","0.008","0.0045","0.0025"
"05-17-2025 04:00","1747454407","0.0025","0.008","0.0255","0.145","0.385","","","0.105","0.047","0.024","0.0175","0.008","0.0045","0.0015"
"05-17-2025 05:00","1747458006","0.0025","0.008","0.026","0.155","0.38","","","0.105","0.0465","0.024","0.017","0.008","0.0045","0.0015"
"05-17-2025 06:00","1747461607","0.0025","0.0075","0.018","0.145","0.375","","","0.105","0.0415","0.0245","0.017","0.008","0.0045","0.0015"
"05-17-2025 07:00","1747465206","0.0025","0.0065","0.021","0.135","0.375","","","0.105","0.0405","0.0245","0.017","0.0085","0.0045","0.0015"
"05-17-2025 08:00","1747468806","0.0025","0.0065","0.0215","0.14","0.375","","","0.105","0.039","0.0245","0.0175","0.009","0.0045","0.0015"
"05-17-2025 09:00","1747472406","0.0025","0.0065","0.02","0.135","0.365","","","0.105","0.0425","0.0245","0.0175","0.009","0.0045","0.0015"
"05-17-2025 10:00","1747476006","0.0025","0.007","0.019","0.125","0.335","","","0.115","0.043","0.0235","0.0175","0.009","0.0045","0.0015"
"05-17-2025 11:00","1747479606","0.0025","0.0065","0.017","0.125","0.335","","","0.125","0.047","0.024","0.0175","0.009","0.0045","0.0015"
"05-17-2025 12:00","1747483206","0.0025","0.007","0.018","0.115","0.335","","","0.115","0.0465","0.024","0.0175","0.009","0.0045","0.0015"
"05-17-2025 13:00","1747486807","0.0025","0.0065","0.018","0.115","0.335","","","0.115","0.046","0.024","0.0175","0.009","0.0045","0.0015"
"05-17-2025 14:00","1747490406","0.0025","0.007","0.017","0.115","0.32","","","0.115","0.048","0.0245","0.0175","0.009","0.005","0.0015"
"05-17-2025 15:00","1747494006","0.0025","0.007","0.022","0.115","0.34","","","0.115","0.048","0.024","0.017","0.009","0.005","0.0015"
"05-17-2025 16:00","1747497607","0.0025","0.007","0.023","0.115","0.335","","","0.115","0.048","0.024","0.0185","0.009","0.005","0.0015"
"05-17-2025 17:00","1747501205","0.0025","0.007","0.023","0.115","0.325","","","0.115","0.047","0.024","0.018","0.009","0.005","0.0015"
"05-17-2025 18:00","1747504806","0.0025","0.0065","0.0235","0.125","0.355","","","0.105","0.048","0.024","0.015","0.0075","0.005","0.0015"
"05-17-2025 19:00","1747508406","0.0025","0.006","0.024","0.125","0.345","","","0.11","0.048","0.024","0.015","0.0065","0.0045","0.0015"
"05-17-2025 20:00","1747512007","0.0025","0.0055","0.024","0.125","0.345","","","0.105","0.0475","0.024","0.015","0.0065","0.0045","0.0015"
"05-17-2025 21:00","1747515606","0.0025","0.0055","0.024","0.135","0.365","","","0.105","0.0475","0.024","0.0145","0.0065","0.0045","0.0015"
"05-17-2025 22:00","1747519207","0.0025","0.0055","0.024","0.135","0.365","","","0.105","0.0455","0.024","0.0145","0.0065","0.0045","0.0015"
"05-17-2025 23:00","1747522806","0.0025","0.0055","0.0235","0.125","0.345","","","0.105","0.046","0.024","0.015","0.0065","0.0045","0.0015"
"05-18-2025 00:00","1747526406","0.0025","0.0055","0.0255","0.135","0.355","","","0.105","0.046","0.024","0.015","0.0065","0.0045","0.0015"
"05-18-2025 01:00","1747530007","0.0025","0.0065","0.0265","0.145","0.365","","","0.105","0.046","0.024","0.0145","0.0065","0.0045","0.0015"
"05-18-2025 02:00","1747533606","0.0025","0.006","0.0265","0.14","0.365","","","0.105","0.0455","0.0235","0.0145","0.0065","0.0045","0.0015"
"05-18-2025 03:00","1747537206","0.0025","0.006","0.026","0.14","0.365","","","0.105","0.045","0.0235","0.0145","0.0065","0.0045","0.0015"
"05-18-2025 04:00","1747540806","0.0025","0.0065","0.0265","0.135","0.36","","","0.105","0.0445","0.0235","0.0145","0.007","0.005","0.0015"
"05-18-2025 05:00","1747544405","0.0025","0.0065","0.0275","0.135","0.36","","","0.1","0.0435","0.023","0.014","0.006","0.005","0.0015"
"05-18-2025 06:00","1747548007","0.0025","0.007","0.0265","0.145","0.385","","","0.095","0.042","0.022","0.014","0.006","0.005","0.0015"
"05-18-2025 07:00","1747551605","0.0025","0.007","0.0245","0.135","0.365","","","0.09","0.0405","0.022","0.015","0.006","0.005","0.0015"
"05-18-2025 08:00","1747555207","0.0025","0.007","0.032","0.155","0.4","","","0.085","0.0385","0.0215","0.012","0.0075","0.005","0.002"
"05-18-2025 09:00","1747558807","0.0025","0.007","0.032","0.15","0.405","","","0.085","0.032","0.0215","0.0105","0.0065","0.005","0.002"
"05-18-2025 10:00","1747562407","0.0025","0.007","0.032","0.155","0.405","","","0.085","0.033","0.0155","0.0105","0.006","0.005","0.002"
"05-18-2025 11:00","1747566006","0.0025","0.007","0.032","0.155","0.435","","","0.09","0.0325","0.017","0.011","0.006","0.005","0.0015"
"05-18-2025 12:00","1747569607","0.0025","0.007","0.032","0.165","0.425","","","0.09","0.033","0.016","0.011","0.0065","0.005","0.0015"
"05-18-2025 13:00","1747573206","0.0025","0.008","0.0305","0.155","0.425","","","0.09","0.034","0.0145","0.01","0.006","0.005","0.0015"
"05-18-2025 14:00","1747576806","0.0025","0.0075","0.04","0.195","0.465","","","0.08","0.033","0.0145","0.011","0.0065","0.005","0.0015"
"05-18-2025 15:00","1747580406","0.0025","0.01","0.039","0.225","0.52","","","0.075","0.03","0.014","0.01","0.007","0.005","0.0015"
"05-18-2025 16:00","1747584006","0.0025","0.0095","0.0505","0.245","0.535","","","0.065","0.03","0.0155","0.01","0.007","0.005","0.0015"
"05-18-2025 17:00","1747587606","0.0025","0.01","0.047","0.255","0.575","","","0.065","0.0275","0.0155","0.011","0.0065","0.0045","0.0015"
"05-18-2025 18:00","1747591206","0.0025","0.01","0.0415","0.22","0.525","","","0.075","0.03","0.0165","0.011","0.0065","0.0045","0.0015"
"05-18-2025 19:00","1747594806","0.0025","0.0095","0.036","0.19","0.475","","","0.075","0.0425","0.017","0.012","0.0065","0.0045","0.002"
"05-18-2025 20:00","1747598406","0.0025","0.0095","0.0295","0.175","0.425","","","0.085","0.0425","0.0205","0.0125","0.0065","0.0045","0.0015"
"05-18-2025 21:00","1747602006","0.0025","0.0095","0.03","0.175","0.44","","","0.095","0.0445","0.0185","0.012","0.0065","0.0045","0.0015"
"05-18-2025 22:00","1747605605","0.0025","0.0095","0.0315","0.185","0.445","","","0.085","0.039","0.02","0.0125","0.0065","0.0045","0.0015"
"05-18-2025 23:00","1747609206","0.0025","0.0095","0.056","0.25","0.575","","","0.065","0.0345","0.0155","0.0115","0.006","0.0045","0.0015"
"05-19-2025 00:00","1747612806","0.0025","0.0125","0.0645","0.28","0.625","","","0.06","0.0275","0.014","0.0105","0.005","0.0045","0.0015"
"05-19-2025 01:00","1747616406","0.0025","0.0105","0.052","0.215","0.54","","","0.065","0.031","0.0115","0.009","0.006","0.0045","0.0015"
"05-19-2025 02:00","1747620006","0.003","0.0105","0.05","0.205","0.515","","","0.065","0.033","0.013","0.01","0.005","0.0045","0.002"
"05-19-2025 03:00","1747623606","0.003","0.011","0.0335","0.185","0.475","","","0.065","0.033","0.007","0.0085","0.0065","0.0045","0.0015"
"05-19-2025 04:00","1747627205","0.0025","0.009","0.0295","0.155","0.39","","","0.08","0.036","0.0125","0.0085","0.005","0.0045","0.0015"
"05-19-2025 05:00","1747630805","0.0025","0.009","0.0245","0.145","0.365","","","0.105","0.041","0.0165","0.0095","0.005","0.0035","0.0015"
"05-19-2025 06:00","1747634406","0.0025","0.0085","0.0245","0.15","0.375","","","0.105","0.05","0.0165","0.0095","0.0055","0.004","0.002"
"05-19-2025 07:00","1747638005","0.0025","0.0085","0.024","0.135","0.33","","","0.135","0.0575","0.018","0.012","0.0055","0.0045","0.0025"
"05-19-2025 08:00","1747641605","0.0025","0.0085","0.028","0.155","0.38","","","0.125","0.0475","0.0175","0.0095","0.0055","0.0045","0.0025"
"05-19-2025 09:00","1747645205","0.0025","0.009","0.028","0.155","0.375","","","0.115","0.037","0.018","0.0105","0.0055","0.0045","0.0025"
"05-19-2025 10:00","1747648805","0.0025","0.009","0.0285","0.145","0.365","","","0.115","0.033","0.018","0.0105","0.005","0.0055","0.0025"
"05-19-2025 11:00","1747652405","0.0025","0.0085","0.0265","0.135","0.365","","","0.115","0.038","0.0165","0.0105","0.005","0.0055","0.0025"
"05-19-2025 12:00","1747656005","0.0025","0.0085","0.0265","0.135","0.375","","","0.115","0.0375","0.0165","0.0095","0.005","0.0055","0.0025"
"05-19-2025 13:00","1747659606","0.0025","0.009","0.023","0.125","0.33","","","0.13","0.0405","0.018","0.0095","0.005","0.0055","0.0025"
"05-19-2025 14:00","1747663205","0.0025","0.002","0.0245","0.155","0.385","","","0.115","0.039","0.019","0.01","0.005","0.005","0.003"
"05-19-2025 15:00","1747666806","0.0025","0.003","0.0235","0.165","0.45","","","0.105","0.032","0.016","0.01","0.0055","0.0055","0.003"
"05-19-2025 16:00","1747670406","0.0025","0.004","0.028","0.2","0.505","","","0.08","0.033","0.0145","0.01","0.0045","0.004","0.003"
"05-19-2025 17:00","1747674006","0.0015","0.004","0.0305","0.215","0.535","","","0.07","0.03","0.014","0.009","0.0045","0.004","0.0025"
"05-19-2025 18:00","1747677606","0.002","0.004","0.0325","0.215","0.525","","","0.075","0.029","0.0135","0.0105","0.0045","0.004","0.0025"
"05-19-2025 19:00","1747681206","0.0015","0.005","0.0305","0.195","0.485","","","0.075","0.028","0.0165","0.0095","0.0045","0.004","0.0025"
"05-19-2025 20:00","1747684806","0.0015","0.0065","0.039","0.205","0.535","","","0.075","0.03","0.0165","0.0095","0.0045","0.004","0.0025"
"05-19-2025 21:00","1747688406","0.002","0.0065","0.0335","0.215","0.53","","","0.065","0.031","0.0175","0.0095","0.0045","0.004","0.0025"
"05-19-2025 22:00","1747692007","0.0025","0.0105","0.036","0.215","0.52","","","0.075","0.031","0.0155","0.0095","0.0045","0.004","0.002"
"05-19-2025 23:00","1747695606","0.0025","0.0085","0.035","0.215","0.535","","","0.065","0.0305","0.0155","0.0085","0.0045","0.004","0.0025"
"05-20-2025 00:00","1747699206","0.0025","0.0085","0.0365","0.22","0.535","","","0.07","0.03","0.014","0.009","0.0045","0.004","0.0025"
"05-20-2025 01:00","1747702806","0.0025","0.0085","0.039","0.235","0.545","","","0.07","0.029","0.0155","0.0085","0.0045","0.004","0.0025"
"05-20-2025 02:00","1747706406","0.0025","0.0085","0.042","0.265","0.62","","","0.06","0.026","0.014","0.008","0.0045","0.004","0.0025"
"05-20-2025 03:00","1747710007","0.0025","0.0085","0.042","0.24","0.575","","","0.065","0.022","0.0125","0.008","0.0045","0.004","0.002"
